Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6393082,"Ender's Game, Volume 1: Battle School (Ender's Saga)",Christopher Yost,"Yost, Christopher","Orson Scott Card, Pasqual Ferry","=""0785135804""","=""9780785135807""",5,Marvel Enterprises,Hardcover,120,2009,2009,,2020/07/04,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",4,Riverhead Books,Paperback,371,2004,2003,,2020/07/04,,,read,,,,1,0
49891,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618002243""","=""9780618002245""",5,Houghton Mifflin,Paperback,410,1994,1955,2020/07/04,2020/06/28,,,read,"i would watch the movies first, and then the extended editions, and then if you reaLLy liked it and want to learn more of the lore theN i would read the books. but 5 stars. good book. all characters got a resolution, just like in any classic fantasy. i don't even liKe fantasy, but this was good. v glad to be done with these books though (until i read the hobbit).",,,1,0
22571552,So You've Been Publicly Shamed,Jon Ronson,"Ronson, Jon",,"=""1594487138""","=""9781594487132""",0,Riverhead Books,Hardcover,290,2015,2015,,2020/07/03,to-read,to-read (#67),to-read,,,,0,0
36755777,Indian Horse: A Novel,Richard Wagamese,"Wagamese, Richard",,"=""1571311300""","=""9781571311306""",0,Milkweed Editions,Paperback,240,2018,2012,,2020/06/29,to-read,to-read (#66),to-read,,,,0,0
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,Knopf Doubleday Publishing Group,Paperback,309,2006,2005,,2020/06/29,to-read,to-read (#65),to-read,,,,0,0
34381330,In the Distance,Hernan Diaz,"Diaz, Hernan",,"=""1566894883""","=""9781566894883""",0,Coffee House Press,Paperback,256,2017,2017,,2020/06/29,to-read,to-read (#64),to-read,,,,0,0
40727599,Imagine Me Gone,Adam Haslett,"Haslett, Adam",,"=""031626136X""","=""9780316261364""",0,"Little, Brown and Company",Kindle Edition,369,2016,2016,,2020/06/29,to-read,to-read (#63),to-read,,,,0,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2020/06/29,to-read,to-read (#62),to-read,,,,0,0
51373,"Change Your Brain, Change Your Life: The Breakthrough Program for Conquering Anxiety, Depression, Obsessiveness, Anger, and Impulsiveness",Daniel G. Amen,"Amen, Daniel G.",,"=""0812929985""","=""9780812929980""",0,Harmony,Paperback,337,1999,1998,,2020/06/29,to-read,to-read (#61),to-read,,,,0,0
45791,The Ballad of the Sad Café and Other Stories,Carson McCullers,"McCullers, Carson",,"=""0618565868""","=""9780618565863""",0,Mariner Books,Paperback,160,2005,1951,,2020/06/28,to-read,to-read (#60),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,Simon & Schuster,Mass Market Paperback,249,2011,1953,,2019/07/29,,,read,,,,1,0
42170293,I Will Teach You to Be Rich: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.,Ramit Sethi,"Sethi, Ramit",,"=""""","=""""",4,Workman Publishing Company,ebook,352,2019,2009,2019/07/29,2019/07/29,,,read,,,,1,0
16280156,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0345342968""","=""9780345342966""",3,Del Rey / Ballantine Books,Mass Market Paperback,190,2003,1953,2020/06/26,2020/06/21,,,read,"it was good to put myself into a boomer's shoes. i like the thoughts on censorship and how that censorship came to be. in many ways the world depicted was illogical; i didn't like the dismissive nature of visual media. it's okay if a story is unrealistic, but an illogical story does not sit right with me.",,,1,0
43611499,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""""","=""""",5,Anchor,Kindle Edition,478,2019,2019,2020/06/25,2020/05/22,,,read,"it's basically just a book of fun facts, but they are reaLLy fun facts... actually some of the fun facts are pretty depressing. ",,,1,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",0,Jove,Mass Market Paperback,474,2006,1997,,2020/06/24,to-read,to-read (#59),to-read,,,,0,0
41817431,Without a Prayer: The Death of Lucas Leonard and How One Church Became a Cult,Susan Ashline,"Ashline, Susan",,"=""1643130722""","=""9781643130729""",0,Pegasus Crime,Hardcover,400,2019,2019,,2020/06/20,to-read,to-read (#58),to-read,,,,0,0
15320,Exquisite Corpse,Poppy Z. Brite,"Brite, Poppy Z.",,"=""0684836270""","=""9780684836270""",0,Gallery Books,Paperback,240,1997,1996,,2020/06/20,to-read,to-read (#57),to-read,,,,0,0
25986929,"Goodnight Punpun Omnibus, Vol. 1",Inio Asano,"Asano, Inio",,"=""1421586207""","=""9781421586205""",0,VIZ Media LLC,Paperback,426,2016,2006,,2020/06/20,to-read,to-read (#56),to-read,,,,0,0
25189315,Smoke Gets in Your Eyes & Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,"=""0393351904""","=""9780393351903""",0,W. W. Norton & Company,Paperback,254,2015,2014,,2020/06/20,to-read,to-read (#55),to-read,,,,0,0
1895109,Move Yourself: The Cooper Clinic Medical Director's Guide to All the Healing Benefits of Exercise (Even a Little!),Tedd Mitchell,"Mitchell, Tedd","Tim Church, Martin Zucker","=""0470042230""","=""9780470042236""",0,Trade Paper Press,Hardcover,272,2008,2008,,2020/06/20,to-read,to-read (#54),to-read,,,,0,0
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,Headline Review,Paperback,635,2005,2001,,2020/06/18,to-read,to-read (#53),to-read,,,,0,0
16694,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618002235""","=""9780618002238""",4,Houghton Mifflin Company,Paperback,734,1994,1954,2020/06/20,2020/06/16,,,read,"way better than the first one, mainly bc of gollum",,,1,0
1920732,Two Homelands,Toyoko Yamasaki,"Yamasaki, Toyoko",,"=""0824829441""","=""9780824829445""",0,University of Hawaii Press,Paperback,704,2007,2007,,2020/06/19,to-read,to-read (#52),to-read,,,,0,0
10614,Misery,Stephen  King,"King, Stephen",,"=""0450417395""","=""9780450417399""",4,New English Library,Paperback,370,1992,1987,,2020/06/18,,,read,,,,1,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",0,Bloomsbury Publishing,Hardcover,352,2011,2011,,2020/06/18,to-read,to-read (#51),to-read,,,,0,0
18378823,Dust of Eden,Mariko Nagai,"Nagai, Mariko",,"=""0807517399""","=""9780807517390""",0,Albert Whitman & Company,Hardcover,128,2014,2014,,2020/06/18,to-read,to-read (#50),to-read,,,,0,0
52712377,Neo.Life: 25 Visions for the Future of Our Species,Jane Metcalfe,"Metcalfe, Jane",Brian Bergstein,"=""1733152008""","=""9781733152006""",0,"NEO.LIFE, Inc.",Hardcover,160,2019,2019,,2020/06/18,to-read,to-read (#49),to-read,,,,0,0
5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,"Grahame-Smith, Seth",,"=""1594743347""","=""9781594743344""",0,Quirk Classics,Paperback,320,2009,2009,,2020/06/18,to-read,to-read (#48),to-read,,,,0,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,Ace,Paperback,304,2000,1969,,2020/06/18,to-read,to-read (#47),to-read,,,,0,0
43545,"The Once and Future King (The Once and Future King, #1-5)",T.H. White,"White, T.H.",,"=""""","=""""",0,Ace,Mass Market Paperback,639,1987,1958,,2020/06/18,to-read,to-read (#46),to-read,,,,0,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,Grand Central Publishing,Hardcover,296,2016,2016,,2020/06/17,to-read,to-read (#44),to-read,,,,0,0
33021688,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492861""","=""9781631492860""",0,Liveright,Kindle Edition,358,2017,2017,,2020/06/17,to-read,to-read (#43),to-read,,,,0,0
71642,"New and Selected Poems, Volume One",Mary Oliver,"Oliver, Mary",,"=""0807068780""","=""9780807068786""",0,Beacon Press,Hardcover,255,2005,1992,,2020/06/16,to-read,to-read (#42),to-read,,,,0,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",0,Hachette Books,Kindle Edition,217,2008,2008,,2020/06/15,to-read,to-read (#41),to-read,,,,0,0
49286,How We Die: Reflections of Life's Final Chapter,Sherwin B. Nuland,"Nuland, Sherwin B.",,"=""0679742441""","=""9780679742449""",0,Vintage,Paperback,278,1995,1994,,2020/06/15,to-read,to-read (#40),to-read,,,,0,0
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""052553654X""","=""""",0,Portfolio,Kindle Edition,302,2019,2019,,2020/06/14,to-read,to-read (#39),to-read,,,,0,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,Harper Business,Hardcover,274,2016,2016,,2020/06/14,to-read,to-read (#38),to-read,,,,0,0
29545,"Satan: His Psychotherapy and Cure by the Unfortunate Dr. Kassler, J.S.P.S",Jeremy Leven,"Leven, Jeremy",,"=""059514506X""","=""9780595145065""",0,Backinprint.Com,Paperback,496,2000,1982,,2020/06/14,to-read,to-read (#37),to-read,,,,0,0
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",0,Penguin Books,Paperback,90,2003,-380,2020/06/13,2020/05/26,,,read,,,,1,0
178528,Nigger,Dick Gregory,"Gregory, Dick",Robert Lipsyte,"=""0671735608""","=""9780671735609""",0,Pocket Books,Mass Market Paperback,224,1990,1964,,2020/06/12,to-read,to-read (#36),to-read,,,,0,0
7507825,At Home: A Short History of Private Life,Bill Bryson,"Bryson, Bill",,"=""0767919386""","=""9780767919388""",0,Doubleday,Hardcover,497,2010,2010,,2020/06/12,to-read,to-read (#35),to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,Crown,Paperback,544,2004,2003,,2020/06/12,to-read,to-read (#34),to-read,,,,0,0
431,"The New York Trilogy (New York Trilogy, #1-3)",Paul Auster,"Auster, Paul","Lucy Sante, Art Spiegelman","=""0143039830""","=""9780143039839""",0,Penguin Classics,Paperback,308,2006,1987,,2020/06/12,to-read,to-read (#33),to-read,,,,0,0
721609,Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,"Ratey, John J.",Eric Hagerman,"=""0316113506""","=""9780316113502""",0,"Little, Brown Spark",Hardcover,294,2008,2008,,2020/06/10,to-read,to-read (#32),to-read,,,,0,0
26312997,Peak: Secrets from the New Science of Expertise,K. Anders Ericsson,"Ericsson, K. Anders",Robert Pool,"=""0544456254""","=""9780544456259""",3,HarperOne,ebook,336,2016,2016,2020/06/10,2020/05/15,,,read,there r important + insightful things in this book but it's not a how-to book or a self-help book. it's a nonfiction book summarizing the science of expertise. it's v repetitive and kind of boring at parts and could be drastically condensed,,,1,0
34950863,"Change Your Schedule, Change Your Life: How to Harness the Power of Clock Genes to Lose Weight, Optimize Your Workout, and Finally Get a Good Night's Sleep",Suhas Kshirsagar,"Kshirsagar, Suhas",,"=""0062684884""","=""9780062684882""",0,Harper Wave,ebook,288,2018,2018,,2020/06/09,to-read,to-read (#31),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,Vintage,Paperback,512,2015,2011,,2020/06/09,to-read,to-read (#30),to-read,,,,0,0
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""""","=""""",0,Harper Perennial,Paperback,303,1990,1990,,2020/06/09,to-read,to-read (#29),to-read,,,,0,0
20665578,Severed: A History of Heads Lost and Heads Found,Frances Larson,"Larson, Frances",,"=""0871404540""","=""9780871404541""",0,Liveright,Hardcover,336,2014,2014,,2020/06/08,to-read,to-read (#28),to-read,,,,0,0
26137012,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm","Alex Haley, M.S. Handler","=""1101967803""","=""9781101967805""",5,One World,Kindle Edition,528,2015,1965,2020/06/08,2020/06/01,,,read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",0,Random House,Hardcover,475,2010,2010,,2020/06/07,to-read,to-read (#27),to-read,,,,0,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,Ballantine Books,Paperback,429,2003,1973,,2020/06/06,to-read,to-read (#26),to-read,,,,0,0
36373481,The Death of Mrs. Westaway,Ruth Ware,"Ware, Ruth",,"=""1501156217""","=""9781501156212""",0,Scout Press,Hardcover,368,2018,2018,,2020/06/06,to-read,to-read (#25),to-read,,,,0,0
237118,Tales of Moonlight and Rain,Ueda Akinari,"Akinari, Ueda",Anthony H. Chambers,"=""0231139128""","=""9780231139120""",0,Columbia University Press,Hardcover,248,2006,1776,,2020/06/05,to-read,to-read (#24),to-read,,,,0,0
22632,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,"Plato, Plato","John M. Cooper, G.M.A. Grube","=""0872205541""","=""9780872205543""",0,Hackett Publishing Company,Paperback,58,2001,-400,2020/01/01,2020/05/25,,,read,,,,1,0
50902608,I Am Legend,Richard Matheson,"Matheson, Richard",,"=""""","=""""",3,RosettaBooks,Kindle Edition,146,2011,1954,2020/05/30,2020/05/27,,,read,,,,1,0
1617,Night,Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",5,Hill & Wang,Paperback,120,2006,1956,,2020/05/30,,,read,,,,1,0
39108567,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,Del Rey,Kindle Edition,255,2014,1980,2020/05/27,2020/05/25,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,Bantam Classics,Mass Market Paperback,201,1972,1915,,2020/05/27,to-read,to-read (#23),to-read,,,,0,0
149267,The Stand,Stephen  King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,Doubleday Books,Hardcover,1152,1990,1978,,2019/07/29,,,read,,,,1,0
17665637,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""0811220079""","=""9780811220071""",4,New Directions,Kindle Edition,177,2012,1948,2020/05/22,2020/05/14,,,read,,,,1,0
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",3,Amistad,Paperback,238,2006,1937,,2020/05/21,,,read,,,,1,0
35407631,The Emissary,Yōko Tawada,"Tawada, Yōko",Margaret Mitsutani,"=""0811227626""","=""9780811227629""",0,New Directions,Paperback,138,2018,2014,,2020/05/20,to-read,to-read (#15),to-read,,,,0,0
49628,Cloud Atlas,David  Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,Random House,Paperback,509,2004,2004,,2020/05/21,to-read,to-read (#22),to-read,,,,0,0
13259262,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""1451678193""","=""9781451678192""",4,Simon & Schuster,Mass Market Paperback,241,2012,1950,2020/05/21,2020/05/17,,,read,,,,1,0
40714769,Dig,A.S. King,"King, A.S.",,"=""1101994916""","=""9781101994917""",0,Dutton Books For Young Readers,Hardcover,394,2019,2019,,2020/05/20,to-read,to-read (#21),to-read,,,,0,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",0,Penguin,Paperback,256,1999,1927,,2020/05/20,to-read,to-read (#20),to-read,,,,0,0
50905325,Prosper's Demon,K.J. Parker,"Parker, K.J.",,"=""1250260507""","=""9781250260505""",0,Tor.com,ebook,112,2020,2020,,2020/05/20,to-read,to-read (#19),to-read,,,,0,0
36349572,The Penguin Book of Japanese Short Stories,Jay Rubin,"Rubin, Jay","Haruki Murakami, Jun'ichirō Tanizaki, Kafū Nagai, Natsume Sōseki, Ōgai Mori, Yukio Mishima, Yūko Tsushima, Taeko Kōno, Kenji Nakagami, Banana Yoshimoto, Minako Ohba, Fumiko Enchi, Abe Akira, Yōko Ogawa, Doppo Kunikida, Uno Kōji, Genji Keita, Minoru Betsuyaku, Mieko Kawakami, Shinichi Hoshi, Ryūnosuke Akutagawa, Sawanishi Yuten, Hyakken Uchida, Yoko Ota, Yuichi Seirai, Yasunari Kawabata, Akiyuki Nosaka, Tomoyuki Hoshino, Kazumi Saeki, Aoko Matsuda, Yūya Satō","=""0141395621""","=""9780141395623""",0,Penguin Classics,Hardcover,566,2018,2018,,2020/05/20,to-read,to-read (#18),to-read,,,,0,0
36327040,The Hospital,Ahmed Bouanani,"Bouanani, Ahmed","Lara Vergnaud, Anna Della Subin","=""0811225763""","=""9780811225762""",0,New Directions,Paperback,128,2018,1990,,2020/05/20,to-read,to-read (#16),to-read,,,,0,0
38458433,The Hole,José Revueltas,"Revueltas, José","Amanda Hopkinson, Sophie Hughes, Álvaro Enrigue","=""0811227782""","=""9780811227780""",0,New Directions,Paperback,80,2018,1969,,2020/05/20,to-read,to-read (#14),to-read,,,,0,0
968902,Dying Inside,Robert Silverberg,"Silverberg, Robert",,"=""0743435087""","=""9780743435086""",0,iBooks,Paperback,245,2002,1972,,2020/05/20,to-read,to-read (#13),to-read,,,,0,0
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,Knopf,Paperback,607,1997,1994,,2020/05/19,to-read,to-read (#12),to-read,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,Tor Books,Hardcover,472,2014,2006,,2020/05/19,to-read,to-read (#11),to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,Random House,Paperback,709,2000,2000,,2020/05/19,to-read,to-read (#10),to-read,,,,0,0
350540,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307387895""","=""9780307387899""",5,Vintage International,Paperback,287,2006,2006,2020/05/17,2019/07/29,,,read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,Scribner,Paperback,288,2006,2005,,2020/05/16,to-read,to-read (#9),to-read,,,,0,0
42527866,They Called Us Enemy,George Takei,"Takei, George","Justin Eisinger, Steven Scott, Harmony Becker","=""1603094504""","=""9781603094504""",0,Top Shelf Productions,Paperback,204,2019,2019,,2020/05/15,to-read,to-read (#8),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",3,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2019/07/29,,,read,,,,1,0
50144,Kitchen,Banana Yoshimoto,"Yoshimoto, Banana","Megan Backus, Noguchi Rika","=""0802142443""","=""9780802142443""",0,Grove Press,Paperback,160,2006,1988,,2020/05/15,to-read,to-read (#7),to-read,,,,0,0
98591,Time Travel in Einstein's Universe: The Physical Possibilities of Travel Through Time,J. Richard Gott III,"III, J. Richard Gott",,"=""0618257357""","=""9780618257355""",0,Mariner Books,Paperback,304,2002,2001,,2020/05/15,,,read,,,,1,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",4,Beacon Press,Paperback,288,2004,1979,2020/01/01,2020/05/14,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",3,Signet Classics,Paperback,118,2002,1895,2020/01/01,2020/05/14,,,read,,,,1,0
7726420,How to Live Safely in a Science Fictional Universe,Charles Yu,"Yu, Charles",,"=""0307379205""","=""9780307379207""",4,Pantheon,Hardcover,256,2010,2010,2020/01/01,2020/05/14,,,read,,,,1,0
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher W.E. Bigsby,"=""0142437336""","=""9780142437339""",0,Penguin Books,Paperback,143,2003,1953,,2020/05/14,to-read,to-read (#6),to-read,,,,0,0
123557,Brave Story,Miyuki Miyabe,"Miyabe, Miyuki",Alexander O. Smith,"=""1421511967""","=""9781421511962""",5,VIZ Media LLC,Hardcover,816,2007,2003,,2020/05/14,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",1,Penguin Books,Paperback,279,2002,1850,,2019/08/01,,,read,,,,1,0
8690609,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",3,Houghton Mifflin Harcourt,ebook,312,2007,1966,2014/09/26,2014/09/26,,,read,,,,1,0
8315374,A Long Way Gone,Ishmael Beah,"Beah, Ishmael",,"=""""","=""""",5,Sarah Crichton Books,Kindle Edition,244,2007,2007,2018/01/23,2016/11/21,,,read,,,,1,0
6485609,The Godfather (The Godfather #1),Mario Puzo,"Puzo, Mario",,"=""""","=""""",4,New American Library,ebook,456,2005,1969,2019/04/17,2018/02/05,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",3,Signet Classics,Mass Market Paperback,141,1996,1945,,2019/07/29,,,read,,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,Harper,Mass Market Paperback,417,2003,1967,,2019/07/29,to-read,to-read (#5),to-read,,,,0,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,Children's Classics,Hardcover,331,1998,1911,,2019/07/29,to-read,to-read (#4),to-read,,,,0,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,Vintage,Paperback,343,1994,1966,,2019/07/29,to-read,to-read (#3),to-read,,,,0,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,Broadway,Paperback,246,1998,1990,,2019/07/29,to-read,to-read (#2),to-read,,,,0,0
17406532,"Doctor Sleep (The Shining, #2)",Stephen  King,"King, Stephen",,"=""""","=""""",3,Scribner,ebook,658,2013,2013,,2019/07/29,,,read,,,,1,0
18920446,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen  King,"King, Stephen",,"=""""","=""""",3,Scribner,Kindle Edition,538,2014,2014,,2019/07/29,,,read,,,,0,0
28094574,It,Stephen  King,"King, Stephen",,"=""""","=""""",4,Scribner,ebook,1169,2016,1986,,2019/07/29,,,read,,,,1,0
43390898,Gilchrist,Christian Galacar,"Galacar, Christian",,"=""""","=""""",4,,Kindle Edition,,,2017,,2019/07/29,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",2,Scribner,Paperback,180,2025,1925,,2019/07/29,,,read,,,,1,0
18881450,Flowers For Algernon,Daniel Keyes,"Keyes, Daniel",Chris     Moore,"=""""","=""""",3,Gateway,ebook,228,2012,1966,,2020/05/14,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,Random House: Modern Library,Paperback,272,2004,1890,,2019/08/01,to-read,to-read (#1),to-read,,,,0,0
248596,Something Wicked This Way Comes,Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",4,Harper Voyager,Mass Market Paperback,293,1998,1962,,2019/07/29,,,read,,,,1,0
8423493,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,Scholastic Press,Kindle Edition,439,2010,2009,,2019/07/29,,,read,,,,1,0
8139116,"If You're Reading This, It's Too Late (Secret, #2)",Pseudonymous Bosch,"Bosch, Pseudonymous",Gilbert Ford,"=""""","=""""",0,"Little, Brown Books for Young Readers ",Kindle Edition,412,2008,2008,,2019/07/29,,,read,,,,1,0
33120273,Life of Pi,Yann Martel,"Martel, Yann",,"=""""","=""""",5,Mariner Books,Kindle Edition,461,2022,2001,,2019/07/29,,,read,,,,1,0
8251464,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""1429963948""","=""9781429963947""",2,Tor Books,Kindle Edition,419,2009,1986,,2019/07/29,,,read,,,,1,0
8251465,"Shadow of the Hegemon (Shadow, #2)",Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",3,,Kindle Edition,451,,2000,,2019/07/29,,,read,,,,1,0
8385952,"Ender's Shadow (Shadow, #1)",Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",4,,Kindle Edition,484,,1999,,2019/07/29,,,read,,,,1,0
20603758,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",5,Ballantine Books,Kindle Edition,386,2011,2011,,2019/07/29,,,read,,,,1,0
8044584,"The Maze Runner (Maze Runner, #1)",James Dashner,"Dashner, James",,"=""""","=""""",0,Delacorte Books for Young Readers,Kindle Edition,386,2009,2009,,2019/07/29,,,read,,,,1,0
8587084,"The Scorch Trials (Maze Runner, #2)",James Dashner,"Dashner, James",,"=""""","=""""",0,Delacorte Press,ebook,312,2010,2010,,2019/07/29,,,read,,,,1,0
11162293,"The Death Cure (Maze Runner, #3)",James Dashner,"Dashner, James",,"=""""","=""""",0,Delacorte Press,Kindle Edition,353,2011,2011,,2019/07/29,,,read,,,,1,0
18858553,"Apocalypse Cow (Apocalypse Cow, 1)",Michael   Logan,"Logan, Michael",,"=""1250032857""","=""9781250032850""",0,St. Martin's Griffin,Kindle Edition,386,2013,2012,,2019/07/29,,,read,,,,1,0
16064673,The Call of the Wild,Jack London,"London, Jack",,"=""""","=""""",0,,Kindle Edition,150,2012,1903,,2019/07/29,,,read,,,,1,0
37643296,"Pines (Wayward Pines, #1)",Blake Crouch,"Crouch, Blake",,"=""""","=""""",0,Thomas & Mercer,ebook,315,2012,2012,,2019/07/29,,,read,,,,1,0
19438157,"Wayward (Wayward Pines, #2)",Blake Crouch,"Crouch, Blake",,"=""""","=""""",0,Thomas & Mercer,Kindle Edition,311,2013,2013,,2019/07/29,,,read,,,,1,0
20423680,"The Last Town (Wayward Pines, #3)",Blake Crouch,"Crouch, Blake",,"=""1477872582""","=""9781477872581""",0,Thomas & Mercer,Kindle Edition,294,2014,2014,,2019/07/29,,,read,,,,1,0
18626815,"Wool (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,Broad Reach Publishing,Kindle Edition,530,2012,2012,,2019/07/29,,,read,,,,1,0
10595576,Run,Blake Crouch,"Crouch, Blake",,"=""""","=""""",0,Blake Crouch,Kindle Edition,331,2011,2011,,2019/07/29,,,read,,,,1,0
21463939,What If? 10th Anniversary Edition: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""""","=""""",0,Dey Street Books,Kindle Edition,320,2024,2014,,2019/07/29,,,read,,,,1,0
